"old","new"
"National Taiwan University of Science and Technology","national taiwan university of science and technology"
"National Taiwan University of Science and Technology, Taipei","national taiwan university of science and technology taipei"
"National Taiwan University, TÃƒÆ’Ã‚Â¡ibÃƒâ€žÃ¢â‚¬Âºi",""
"National Taras Shevchenko University of Kiev","national taras shevchenko university of kiev"
"National Techical University &quot;Kharkov Polytechnic Institute&quot;","national techical university &kharkov polytechnic institute&"
"National Technical University &quot;Kharkiv Politechnical Institute&quot;","national technical university &kharkiv politechnical institute&"
"National Technical University &quot;Kharkiv Polytechnic Institute&quot;","national technical university &kharkiv polytechnic institute&"
"National Technical University (Kharkiv Polytechnical Institute)","national technical university kharkiv polytechnical institute"
"National Technical University (Kharkiv Polytechnical Institute), Kharkiv","national technical university kharkiv polytechnical institute"
"National Technical University (Kiev Politechnical Institute), Kiev","national technical university kiev politechnical institute kiev"
"National Technical University of Athens","national technical university of athens"
"National Technical University of Athens, Athens","national technical university of athens"
"National Technical University of Oil and Gas, Ukraine","national technical university of oil and gas ukraine"
"National Technical University of Ukraine","national technical university of ukraine"
"National technical university of Ukraine","national technical university of ukraine"
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic institute""","national technical university of ukraine igor sikorsky kyiv polytechnic institute"
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""","national technical university of ukraine igor sikorsky kyiv polytechnic institute"
"National Technical University of Ukraine ""KPI""","national technical university of ukraine kpi"
"National Technical University of Ukraine ""Kyiv Polytechnic Institute""","national technical university of ukraine &kyiv polytechnic institute&"
